Komentar,Username,Like,Sentimen,cleaning,case_folding,token,stopword,stemming
mulailah belanja di pasar tradisional agar mereka bisa mempertahankan hidup bukan jadi kaya,@yansanggara1943,0,Netral,mulailah belanja di pasar tradisional agar mereka bisa mempertahankan hidup bukan jadi kaya,mulailah belanja di pasar tradisional agar mereka bisa mempertahankan hidup bukan jadi kaya,"['mulailah', 'belanja', 'di', 'pasar', 'tradisional', 'agar', 'mereka', 'bisa', 'mempertahankan', 'hidup', 'bukan', 'jadi', 'kaya']","['mulailah', 'belanja', 'pasar', 'tradisional', 'agar', 'mereka', 'bisa', 'mempertahankan', 'hidup', 'bukan', 'jadi', 'kaya']",mulai belanja pasar tradisional agar mereka bisa tahan hidup bukan jadi kaya
Mahasewa antek Singapura,@Tiyung-r4r,0,Netral,Mahasewa antek Singapura,mahasewa antek singapura,"['mahasewa', 'antek', 'singapura']","['mahasewa', 'antek', 'singapura']",mahasewa antek singapura
Saatnya beli saham perusahaan BUMN yang banyak diskonnya,@PeternakDomba-ul9px,0,Netral,Saatnya beli saham perusahaan BUMN yang banyak diskonnya,saatnya beli saham perusahaan bumn yang banyak diskonnya,"['saatnya', 'beli', 'saham', 'perusahaan', 'bumn', 'yang', 'banyak', 'diskonnya']","['saatnya', 'beli', 'saham', 'perusahaan', 'bumn', 'banyak', 'diskonnya']",saat beli saham usaha bumn banyak diskon
"Nah ini nih, om Bennix emang Buzzer Ibu Pertiwi",@Caesar_Maulana,0,Netral,Nah ini nih om Bennix emang Buzzer Ibu Pertiwi,nah ini nih om bennix emang buzzer ibu pertiwi,"['nah', 'ini', 'nih', 'om', 'bennix', 'emang', 'buzzer', 'ibu', 'pertiwi']","['nah', 'nih', 'om', 'bennix', 'emang', 'buzzer', 'ibu', 'pertiwi']",nah nih om bennix emang buzzer ibu pertiwi
"Buy, kapan lagi beli saham blue chip murah 😂",@donjoe2694,0,Netral,Buy kapan lagi beli saham blue chip murah,buy kapan lagi beli saham blue chip murah,"['buy', 'kapan', 'lagi', 'beli', 'saham', 'blue', 'chip', 'murah']","['buy', 'kapan', 'lagi', 'beli', 'saham', 'blue', 'chip', 'murah']",buy kapan lagi beli saham blue chip murah
malaysia kah,@nizam_TA,0,Netral,malaysia kah,malaysia kah,"['malaysia', 'kah']","['malaysia', 'kah']",malaysia kah
Mantap ini infonya.. Sangat bermanfaat..,@bss1229,2,Positif,Mantap ini infonya Sangat bermanfaat,mantap ini infonya sangat bermanfaat,"['mantap', 'ini', 'infonya', 'sangat', 'bermanfaat']","['mantap', 'infonya', 'sangat', 'bermanfaat']",mantap info sangat manfaat
Indonesia mandiri 🎉dan Indonesia bangkit 🎉,@ihsansutanto1280,1,Netral,Indonesia mandiri dan Indonesia bangkit,indonesia mandiri dan indonesia bangkit,"['indonesia', 'mandiri', 'dan', 'indonesia', 'bangkit']","['indonesia', 'mandiri', 'indonesia', 'bangkit']",indonesia mandiri indonesia bangkit
"Ini mah kemungkinan besar bakal di Tunda dulu 🤔🤔🤔🤔

Sambil nunggu arahan ""Bos"" nya 🙈🙈🙈🙈🙈🙈

Pantau aja terus Emiten Income USD Expenses IDR

Pasti Emiten Himbara cuekin dulu kan?",@hendrywijaya1017,0,Netral,Ini mah kemungkinan besar bakal di Tunda dulu Sambil nunggu arahan Bos nya Pantau aja terus Emiten Income USD Expenses IDR Pasti Emiten Himbara cuekin dulu kan,ini mah kemungkinan besar bakal di tunda dulu sambil nunggu arahan bos nya pantau aja terus emiten income usd expenses idr pasti emiten himbara cuekin dulu kan,"['ini', 'mah', 'kemungkinan', 'besar', 'bakal', 'di', 'tunda', 'dulu', 'sambil', 'nunggu', 'arahan', 'bos', 'nya', 'pantau', 'aja', 'terus', 'emiten', 'income', 'usd', 'expenses', 'idr', 'pasti', 'emiten', 'himbara', 'cuekin', 'dulu', 'kan']","['mah', 'kemungkinan', 'besar', 'bakal', 'tunda', 'dulu', 'sambil', 'nunggu', 'arahan', 'bos', 'nya', 'pantau', 'aja', 'terus', 'emiten', 'income', 'usd', 'expenses', 'idr', 'pasti', 'emiten', 'himbara', 'cuekin', 'dulu', 'kan']",mah mungkin besar bakal tunda dulu sambil nunggu arah bos nya pantau aja terus emiten income usd expenses idr pasti emiten himbara cuekin dulu kan
Sikat terus bang...jos...kasih paham pantang mundur bang benix,@DonjuanJuan-q2f,0,Netral,Sikat terus bangjoskasih paham pantang mundur bang benix,sikat terus bangjoskasih paham pantang mundur bang benix,"['sikat', 'terus', 'bangjoskasih', 'paham', 'pantang', 'mundur', 'bang', 'benix']","['sikat', 'terus', 'bangjoskasih', 'paham', 'pantang', 'mundur', 'bang', 'benix']",sikat terus bangjoskasih paham pantang mundur bang benix
Media2 yg menyebar hoax itu core bisnisnya memang membuat berita hoax. Mereka sudah terima bayaran dimuka utk memproduksi berita hoax,@inoekertapati9294,0,Netral,Media yg menyebar hoax itu core bisnisnya memang membuat berita hoax Mereka sudah terima bayaran dimuka utk memproduksi berita hoax,media yg menyebar hoax itu core bisnisnya memang membuat berita hoax mereka sudah terima bayaran dimuka utk memproduksi berita hoax,"['media', 'yg', 'menyebar', 'hoax', 'itu', 'core', 'bisnisnya', 'memang', 'membuat', 'berita', 'hoax', 'mereka', 'sudah', 'terima', 'bayaran', 'dimuka', 'utk', 'memproduksi', 'berita', 'hoax']","['media', 'yg', 'menyebar', 'hoax', 'core', 'bisnisnya', 'memang', 'membuat', 'berita', 'hoax', 'mereka', 'sudah', 'terima', 'bayaran', 'dimuka', 'utk', 'memproduksi', 'berita', 'hoax']",media yg sebar hoax core bisnis memang buat berita hoax mereka sudah terima bayar muka utk produksi berita hoax
Mang dasar media media dajjal itu.,@adeindra658,0,Netral,Mang dasar media media dajjal itu,mang dasar media media dajjal itu,"['mang', 'dasar', 'media', 'media', 'dajjal', 'itu']","['mang', 'dasar', 'media', 'media', 'dajjal']",mang dasar media media dajjal
"biar bisa serok murah, klo udah serok murah mereka bisa cuan dan bisa kendaliin market kita. so jangan mau kalah",@davidsusilo,0,Netral,biar bisa serok murah klo udah serok murah mereka bisa cuan dan bisa kendaliin market kita so jangan mau kalah,biar bisa serok murah klo udah serok murah mereka bisa cuan dan bisa kendaliin market kita so jangan mau kalah,"['biar', 'bisa', 'serok', 'murah', 'klo', 'udah', 'serok', 'murah', 'mereka', 'bisa', 'cuan', 'dan', 'bisa', 'kendaliin', 'market', 'kita', 'so', 'jangan', 'mau', 'kalah']","['biar', 'bisa', 'serok', 'murah', 'klo', 'udah', 'serok', 'murah', 'mereka', 'bisa', 'cuan', 'bisa', 'kendaliin', 'market', 'so', 'jangan', 'mau', 'kalah']",biar bisa serok murah klo udah serok murah mereka bisa cuan bisa kendaliin market so jangan mau kalah
Yg ke 2 kalah Bursa Indo sama Malaysia...!!! (Nyebeliiiinnn) 🤣🤣,@helmiawaiy9255,0,Netral,Yg ke kalah Bursa Indo sama Malaysia Nyebeliiiinnn,yg ke kalah bursa indo sama malaysia nyebeliiiinnn,"['yg', 'ke', 'kalah', 'bursa', 'indo', 'sama', 'malaysia', 'nyebeliiiinnn']","['yg', 'kalah', 'bursa', 'indo', 'sama', 'malaysia', 'nyebeliiiinnn']",yg kalah bursa indo sama malaysia nyebeliiiinnn
"Banyak influencer bajingan di luar sana yang demi bayarin nyebarin berita ngga benar dan jelek, perlu orang seperti bennix untuk menyeimbangkan keadaan",@ngadiminsim3244,0,Negatif,Banyak influencer bajingan di luar sana yang demi bayarin nyebarin berita ngga benar dan jelek perlu orang seperti bennix untuk menyeimbangkan keadaan,banyak influencer bajingan di luar sana yang demi bayarin nyebarin berita ngga benar dan jelek perlu orang seperti bennix untuk menyeimbangkan keadaan,"['banyak', 'influencer', 'bajingan', 'di', 'luar', 'sana', 'yang', 'demi', 'bayarin', 'nyebarin', 'berita', 'ngga', 'benar', 'dan', 'jelek', 'perlu', 'orang', 'seperti', 'bennix', 'untuk', 'menyeimbangkan', 'keadaan']","['banyak', 'influencer', 'bajingan', 'luar', 'sana', 'demi', 'bayarin', 'nyebarin', 'berita', 'ngga', 'benar', 'jelek', 'perlu', 'orang', 'seperti', 'bennix', 'menyeimbangkan', 'keadaan']",banyak influencer bajing luar sana demi bayarin nyebarin berita ngga benar jelek perlu orang seperti bennix imbang ada
Buy Indonesia!,@rifki_-wf5ie,0,Netral,Buy Indonesia,buy indonesia,"['buy', 'indonesia']","['buy', 'indonesia']",buy indonesia
"Alhamdulillah kalau fakta nya demikian. Semoga pemerintah BISA  mengkomunikasi kan nya dengan baik, asyik dan santun, agar mereka2 yg Gedeg tiap pemerintah bilang negara kita baik2 saja bisa sadar. Selain itu juga kita harus lebih fokus pada poin2 mines MSCI (berpikir invert) gimana caranya kita downgrade, biar segera cari solusi utk mengatasinya 
 🙏",@abiel9501,0,Positif,Alhamdulillah kalau fakta nya demikian Semoga pemerintah BISA mengkomunikasi kan nya dengan baik asyik dan santun agar mereka yg Gedeg tiap pemerintah bilang negara kita baik saja bisa sadar Selain itu juga kita harus lebih fokus pada poin mines MSCI berpikir invert gimana caranya kita downgrade biar segera cari solusi utk mengatasinya,alhamdulillah kalau fakta nya demikian semoga pemerintah bisa mengkomunikasi kan nya dengan baik asyik dan santun agar mereka yg gedeg tiap pemerintah bilang negara kita baik saja bisa sadar selain itu juga kita harus lebih fokus pada poin mines msci berpikir invert gimana caranya kita downgrade biar segera cari solusi utk mengatasinya,"['alhamdulillah', 'kalau', 'fakta', 'nya', 'demikian', 'semoga', 'pemerintah', 'bisa', 'mengkomunikasi', 'kan', 'nya', 'dengan', 'baik', 'asyik', 'dan', 'santun', 'agar', 'mereka', 'yg', 'gedeg', 'tiap', 'pemerintah', 'bilang', 'negara', 'kita', 'baik', 'saja', 'bisa', 'sadar', 'selain', 'itu', 'juga', 'kita', 'harus', 'lebih', 'fokus', 'pada', 'poin', 'mines', 'msci', 'berpikir', 'invert', 'gimana', 'caranya', 'kita', 'downgrade', 'biar', 'segera', 'cari', 'solusi', 'utk', 'mengatasinya']","['alhamdulillah', 'kalau', 'fakta', 'nya', 'demikian', 'semoga', 'pemerintah', 'bisa', 'mengkomunikasi', 'kan', 'nya', 'baik', 'asyik', 'santun', 'agar', 'mereka', 'yg', 'gedeg', 'tiap', 'pemerintah', 'bilang', 'negara', 'baik', 'saja', 'bisa', 'sadar', 'selain', 'harus', 'lebih', 'fokus', 'poin', 'mines', 'msci', 'berpikir', 'invert', 'gimana', 'caranya', 'downgrade', 'biar', 'segera', 'cari', 'solusi', 'utk', 'mengatasinya']",alhamdulillah kalau fakta nya demikian moga perintah bisa komunikasi kan nya baik asyik santun agar mereka yg gedeg tiap perintah bilang negara baik saja bisa sadar selain harus lebih fokus poin mes msci pikir invert gimana cara downgrade biar segera cari solusi utk atas
Efek dari koruptor merajelah di Konoha..,@castell1183,0,Netral,Efek dari koruptor merajelah di Konoha,efek dari koruptor merajelah di konoha,"['efek', 'dari', 'koruptor', 'merajelah', 'di', 'konoha']","['efek', 'koruptor', 'merajelah', 'konoha']",efek koruptor merajelah konoha
"Udah demo ber jilid jilid, setiap daerah dari mahasewa trus rupiah anjlok, IHSG naik dikit,mantap deh cobaan Prabowo,efek dari melawan oligarki dan mafia,semoga kuat deh Prabowo dan para menterinya",@paksuyud3902,1,Positif,Udah demo ber jilid jilid setiap daerah dari mahasewa trus rupiah anjlok IHSG naik dikitmantap deh cobaan Prabowoefek dari melawan oligarki dan mafiasemoga kuat deh Prabowo dan para menterinya,udah demo ber jilid jilid setiap daerah dari mahasewa trus rupiah anjlok ihsg naik dikitmantap deh cobaan prabowoefek dari melawan oligarki dan mafiasemoga kuat deh prabowo dan para menterinya,"['udah', 'demo', 'ber', 'jilid', 'jilid', 'setiap', 'daerah', 'dari', 'mahasewa', 'trus', 'rupiah', 'anjlok', 'ihsg', 'naik', 'dikitmantap', 'deh', 'cobaan', 'prabowoefek', 'dari', 'melawan', 'oligarki', 'dan', 'mafiasemoga', 'kuat', 'deh', 'prabowo', 'dan', 'para', 'menterinya']","['udah', 'demo', 'ber', 'jilid', 'jilid', 'setiap', 'daerah', 'mahasewa', 'trus', 'rupiah', 'anjlok', 'ihsg', 'naik', 'dikitmantap', 'deh', 'cobaan', 'prabowoefek', 'melawan', 'oligarki', 'mafiasemoga', 'kuat', 'deh', 'prabowo', 'para', 'menterinya']",udah demo ber jilid jilid tiap daerah mahasewa trus rupiah anjlok ihsg naik dikitmantap deh coba prabowoefek lawan oligarki mafiasemoga kuat deh prabowo para menteri
Indo kalah juga dr bangladesh.uang mereka lagi tinggi dr rupiah😂😂,@daektrown,0,Netral,Indo kalah juga dr bangladeshuang mereka lagi tinggi dr rupiah,indo kalah juga dr bangladeshuang mereka lagi tinggi dr rupiah,"['indo', 'kalah', 'juga', 'dr', 'bangladeshuang', 'mereka', 'lagi', 'tinggi', 'dr', 'rupiah']","['indo', 'kalah', 'dr', 'bangladeshuang', 'mereka', 'lagi', 'tinggi', 'dr', 'rupiah']",indo kalah dr bangladeshuang mereka lagi tinggi dr rupiah
tx bro nt sdh ksh pencerahan,@dwiaripriyastono9415,1,Netral,tx bro nt sdh ksh pencerahan,tx bro nt sdh ksh pencerahan,"['tx', 'bro', 'nt', 'sdh', 'ksh', 'pencerahan']","['tx', 'bro', 'nt', 'sdh', 'ksh', 'pencerahan']",tx bro nt sdh ksh cerah
Kok.asing ikut keluar ya,@ahmadarifafandi454,0,Netral,Kokasing ikut keluar ya,kokasing ikut keluar ya,"['kokasing', 'ikut', 'keluar', 'ya']","['kokasing', 'ikut', 'keluar', 'ya']",kokasing ikut keluar ya
"Antek² pura²singa bergerilya, pastinya.. 😂😅",@hazhurhoanadza,0,Netral,Antek purasinga bergerilya pastinya,antek purasinga bergerilya pastinya,"['antek', 'purasinga', 'bergerilya', 'pastinya']","['antek', 'purasinga', 'bergerilya', 'pastinya']",antek purasinga gerilya pasti
"Redaktur tempe dan kompos suruh sering minum susu MBG biar pinter dan IQ nya upgrade, nggak jadi antek Soros dan mafia rente singapur🎉😂😅",@FitriaWinata,0,Netral,Redaktur tempe dan kompos suruh sering minum susu MBG biar pinter dan IQ nya upgrade nggak jadi antek Soros dan mafia rente singapur,redaktur tempe dan kompos suruh sering minum susu mbg biar pinter dan iq nya upgrade nggak jadi antek soros dan mafia rente singapur,"['redaktur', 'tempe', 'dan', 'kompos', 'suruh', 'sering', 'minum', 'susu', 'mbg', 'biar', 'pinter', 'dan', 'iq', 'nya', 'upgrade', 'nggak', 'jadi', 'antek', 'soros', 'dan', 'mafia', 'rente', 'singapur']","['redaktur', 'tempe', 'kompos', 'suruh', 'sering', 'minum', 'susu', 'mbg', 'biar', 'pinter', 'iq', 'nya', 'upgrade', 'nggak', 'jadi', 'antek', 'soros', 'mafia', 'rente', 'singapur']",redaktur tempe kompos suruh sering minum susu mbg biar pinter iq nya upgrade nggak jadi antek soros mafia rente singapur
"Selamat malam semua,media2 kazastan yg di pikir kan hanya cuan dan cuan sj,nggak seperti media2 negara lain yg taat ke pd pemerintah,seharus nya media yg di kazastan harus nya negara yg menghendel,terus kan bang memberi kan informasi yg benar ke masyarakat nggak,biar masyarakat nggak dlm ketakutan,tetap semangat,optimis,slm sehat semua,slm cuan dan sukses selalu",@EraEra-qz2be,0,Positif,Selamat malam semuamedia kazastan yg di pikir kan hanya cuan dan cuan sjnggak seperti media negara lain yg taat ke pd pemerintahseharus nya media yg di kazastan harus nya negara yg menghendelterus kan bang memberi kan informasi yg benar ke masyarakat nggakbiar masyarakat nggak dlm ketakutantetap semangatoptimisslm sehat semuaslm cuan dan sukses selalu,selamat malam semuamedia kazastan yg di pikir kan hanya cuan dan cuan sjnggak seperti media negara lain yg taat ke pd pemerintahseharus nya media yg di kazastan harus nya negara yg menghendelterus kan bang memberi kan informasi yg benar ke masyarakat nggakbiar masyarakat nggak dlm ketakutantetap semangatoptimisslm sehat semuaslm cuan dan sukses selalu,"['selamat', 'malam', 'semuamedia', 'kazastan', 'yg', 'di', 'pikir', 'kan', 'hanya', 'cuan', 'dan', 'cuan', 'sjnggak', 'seperti', 'media', 'negara', 'lain', 'yg', 'taat', 'ke', 'pd', 'pemerintahseharus', 'nya', 'media', 'yg', 'di', 'kazastan', 'harus', 'nya', 'negara', 'yg', 'menghendelterus', 'kan', 'bang', 'memberi', 'kan', 'informasi', 'yg', 'benar', 'ke', 'masyarakat', 'nggakbiar', 'masyarakat', 'nggak', 'dlm', 'ketakutantetap', 'semangatoptimisslm', 'sehat', 'semuaslm', 'cuan', 'dan', 'sukses', 'selalu']","['selamat', 'malam', 'semuamedia', 'kazastan', 'yg', 'pikir', 'kan', 'hanya', 'cuan', 'cuan', 'sjnggak', 'seperti', 'media', 'negara', 'lain', 'yg', 'taat', 'pd', 'pemerintahseharus', 'nya', 'media', 'yg', 'kazastan', 'harus', 'nya', 'negara', 'yg', 'menghendelterus', 'kan', 'bang', 'memberi', 'kan', 'informasi', 'yg', 'benar', 'masyarakat', 'nggakbiar', 'masyarakat', 'nggak', 'dlm', 'ketakutantetap', 'semangatoptimisslm', 'sehat', 'semuaslm', 'cuan', 'sukses', 'selalu']",selamat malam semuamedia kazastan yg pikir kan hanya cuan cuan sjnggak seperti media negara lain yg taat pd pemerintahseharus nya media yg kazastan harus nya negara yg menghendelterus kan bang beri kan informasi yg benar masyarakat nggakbiar masyarakat nggak dlm ketakutantetap semangatoptimisslm sehat semuaslm cuan sukses selalu
Siap2 cash agar nanti kita bisa bagger lagi pak,@edirawi7454,0,Netral,Siap cash agar nanti kita bisa bagger lagi pak,siap cash agar nanti kita bisa bagger lagi pak,"['siap', 'cash', 'agar', 'nanti', 'kita', 'bisa', 'bagger', 'lagi', 'pak']","['siap', 'cash', 'agar', 'nanti', 'bisa', 'bagger', 'lagi', 'pak']",siap cash agar nanti bisa bagger lagi pak
"Dulu si beninx bilang dolar naik terus baik, sekarang bilang MSCI down grade bagus juga. Ni orang keliatan buzzer nya gak liat dampak negatif nya",@abisuryap219,1,Positif,Dulu si beninx bilang dolar naik terus baik sekarang bilang MSCI down grade bagus juga Ni orang keliatan buzzer nya gak liat dampak negatif nya,dulu si beninx bilang dolar naik terus baik sekarang bilang msci down grade bagus juga ni orang keliatan buzzer nya gak liat dampak negatif nya,"['dulu', 'si', 'beninx', 'bilang', 'dolar', 'naik', 'terus', 'baik', 'sekarang', 'bilang', 'msci', 'down', 'grade', 'bagus', 'juga', 'ni', 'orang', 'keliatan', 'buzzer', 'nya', 'gak', 'liat', 'dampak', 'negatif', 'nya']","['dulu', 'si', 'beninx', 'bilang', 'dolar', 'naik', 'terus', 'baik', 'sekarang', 'bilang', 'msci', 'down', 'grade', 'bagus', 'ni', 'orang', 'keliatan', 'buzzer', 'nya', 'gak', 'liat', 'dampak', 'negatif', 'nya']",dulu si beninx bilang dolar naik terus baik sekarang bilang msci down grade bagus ni orang liat buzzer nya gak liat dampak negatif nya
"Indeks pingin naik.. persulit lah media"" informasi tanpa datased valid.. dan permuda media yg mendidik

Terutama dari youtube",@MustofaSamsul,0,Netral,Indeks pingin naik persulit lah media informasi tanpa datased valid dan permuda media yg mendidik Terutama dari youtube,indeks pingin naik persulit lah media informasi tanpa datased valid dan permuda media yg mendidik terutama dari youtube,"['indeks', 'pingin', 'naik', 'persulit', 'lah', 'media', 'informasi', 'tanpa', 'datased', 'valid', 'dan', 'permuda', 'media', 'yg', 'mendidik', 'terutama', 'dari', 'youtube']","['indeks', 'pingin', 'naik', 'persulit', 'lah', 'media', 'informasi', 'tanpa', 'datased', 'valid', 'permuda', 'media', 'yg', 'mendidik', 'terutama', 'youtube']",indeks pingin naik sulit lah media informasi tanpa datased valid muda media yg didik utama youtube
"bang benix tolong pin.

mahasisiiiisiiii tahun kemarin demo. projek 20rb megawatt Pak jokowi dengan dalil. salah satu program Geotermal di Gunung Slamet merusak alam.

padahal geotermal adalah sumber daya pembangkit listrik paling ramah lingkungan.
dan akhirnya projek Geotermal batal.

dan hari ini,, krisis energi.. mahasisisisisisii menyalahkan pemerintah.

sadar ga sih, mereka itu 2digit doang.
pantes jaman gw lulus grade IPK buat masuk PT KAI cuma 2,75 untuk PTN. skarang minimal 3,5 untuk PTN.

seburuk inikah IQ kita",@adityahendry,1,Negatif,bang benix tolong pin mahasisiiiisiiii tahun kemarin demo projek rb megawatt Pak jokowi dengan dalil salah satu program Geotermal di Gunung Slamet merusak alam padahal geotermal adalah sumber daya pembangkit listrik paling ramah lingkungan dan akhirnya projek Geotermal batal dan hari ini krisis energi mahasisisisisisii menyalahkan pemerintah sadar ga sih mereka itu digit doang pantes jaman gw lulus grade IPK buat masuk PT KAI cuma untuk PTN skarang minimal untuk PTN seburuk inikah IQ kita,bang benix tolong pin mahasisiiiisiiii tahun kemarin demo projek rb megawatt pak jokowi dengan dalil salah satu program geotermal di gunung slamet merusak alam padahal geotermal adalah sumber daya pembangkit listrik paling ramah lingkungan dan akhirnya projek geotermal batal dan hari ini krisis energi mahasisisisisisii menyalahkan pemerintah sadar ga sih mereka itu digit doang pantes jaman gw lulus grade ipk buat masuk pt kai cuma untuk ptn skarang minimal untuk ptn seburuk inikah iq kita,"['bang', 'benix', 'tolong', 'pin', 'mahasisiiiisiiii', 'tahun', 'kemarin', 'demo', 'projek', 'rb', 'megawatt', 'pak', 'jokowi', 'dengan', 'dalil', 'salah', 'satu', 'program', 'geotermal', 'di', 'gunung', 'slamet', 'merusak', 'alam', 'padahal', 'geotermal', 'adalah', 'sumber', 'daya', 'pembangkit', 'listrik', 'paling', 'ramah', 'lingkungan', 'dan', 'akhirnya', 'projek', 'geotermal', 'batal', 'dan', 'hari', 'ini', 'krisis', 'energi', 'mahasisisisisisii', 'menyalahkan', 'pemerintah', 'sadar', 'ga', 'sih', 'mereka', 'itu', 'digit', 'doang', 'pantes', 'jaman', 'gw', 'lulus', 'grade', 'ipk', 'buat', 'masuk', 'pt', 'kai', 'cuma', 'untuk', 'ptn', 'skarang', 'minimal', 'untuk', 'ptn', 'seburuk', 'inikah', 'iq', 'kita']","['bang', 'benix', 'tolong', 'pin', 'mahasisiiiisiiii', 'tahun', 'kemarin', 'demo', 'projek', 'rb', 'megawatt', 'pak', 'jokowi', 'dalil', 'salah', 'satu', 'program', 'geotermal', 'gunung', 'slamet', 'merusak', 'alam', 'padahal', 'geotermal', 'sumber', 'daya', 'pembangkit', 'listrik', 'paling', 'ramah', 'lingkungan', 'akhirnya', 'projek', 'geotermal', 'batal', 'hari', 'krisis', 'energi', 'mahasisisisisisii', 'menyalahkan', 'pemerintah', 'sadar', 'ga', 'sih', 'mereka', 'digit', 'doang', 'pantes', 'jaman', 'gw', 'lulus', 'grade', 'ipk', 'buat', 'masuk', 'pt', 'kai', 'cuma', 'ptn', 'skarang', 'minimal', 'ptn', 'seburuk', 'inikah', 'iq']",bang benix tolong pin mahasisiiiisiiii tahun kemarin demo projek rb megawatt pak jokowi dalil salah satu program geotermal gunung slamet rusak alam padahal geotermal sumber daya bangkit listrik paling ramah lingkung akhir projek geotermal batal hari krisis energi mahasisisisisisii salah perintah sadar ga sih mereka digit doang pantes jaman gw lulus grade ipk buat masuk pt kai cuma ptn skarang minimal ptn buruk ini iq
